runname	willis
cellsx	210
cellsy	210
dx	2.95302823
dy	2.95302823
T	150.0
dt	1.0
K	0.0001
D	0.1
U	0.0
3.866644000000000005e+02	3.866689000000000078e+02	3.866549999999999727e+02	3.866626999999999725e+02	3.866605999999999881e+02	3.866607999999999947e+02	3.866308999999999969e+02	3.865948000000000206e+02	3.865708000000000197e+02	3.865744000000000256e+02	3.865500000000000114e+02	3.865319999999999823e+02	3.865428999999999746e+02	3.865412000000000035e+02	3.865108000000000175e+02	3.864802000000000248e+02	3.864569999999999936e+02	3.864506999999999834e+02	3.864338999999999942e+02	3.863922999999999774e+02	3.863482999999999947e+02	3.863170000000000073e+02	3.862882000000000176e+02	3.862699000000000069e+02	3.862658999999999878e+02	3.862429999999999950e+02	3.862266999999999939e+02	3.862622000000000071e+02	3.863208000000000197e+02	3.863482999999999947e+02	3.863878000000000270e+02	3.864841999999999871e+02	3.865480999999999767e+02	3.865939999999999941e+02	3.866680999999999813e+02	3.867271999999999821e+02	3.867552000000000021e+02	3.867497000000000185e+02	3.867092000000000098e+02	3.866272999999999911e+02	3.865179999999999723e+02	3.863874000000000137e+02	3.862078000000000202e+02	3.860228999999999928e+02	3.857900999999999954e+02	3.855593000000000075e+02	3.852635000000000218e+02	3.849603000000000179e+02	3.846111999999999966e+02	3.842443999999999846e+02	3.839089999999999918e+02	3.836019999999999754e+02	3.832968999999999937e+02	3.829993999999999801e+02	3.827010000000000218e+02	3.824286999999999921e+02	3.821331999999999880e+02	3.817884999999999991e+02	3.815083999999999946e+02	3.812570999999999799e+02	3.809904000000000224e+02	3.807431000000000267e+02	3.804680999999999926e+02	3.801179999999999950e+02	3.797796000000000163e+02	3.796365000000000123e+02	3.794477999999999724e+02	3.792998999999999796e+02	3.792416000000000054e+02	3.792110000000000127e+02	3.791763000000000261e+02	3.790672999999999888e+02	3.788897000000000048e+02	3.787577999999999747e+02	3.785975000000000250e+02	3.784511999999999716e+02	3.782764999999999986e+02	3.780914999999999964e+02	3.779372999999999934e+02	3.777753999999999905e+02	3.775878999999999905e+02	3.774710999999999785e+02	3.775249999999999773e+02	3.776535999999999831e+02	3.777468999999999824e+02	3.778181999999999903e+02	3.778743999999999801e+02	3.779388999999999896e+02	3.779802000000000248e+02	3.779945999999999913e+02	3.779814000000000078e+02	3.779705000000000155e+02	3.779465000000000146e+02	3.779286000000000172e+02	3.779440999999999917e+02	3.779098000000000184e+02	3.778747999999999934e+02	3.778571999999999775e+02	3.778201000000000249e+02	3.778170000000000073e+02	3.778079999999999927e+02	3.778168999999999755e+02	3.777839999999999918e+02	3.777527000000000044e+02	3.776696000000000026e+02	3.775731000000000108e+02	3.773188000000000102e+02	3.771340000000000146e+02	3.772015000000000100e+02	3.773444999999999823e+02	3.775196000000000254e+02	3.776075000000000159e+02	3.776961000000000013e+02	3.777930000000000064e+02	3.778650999999999840e+02	3.779270999999999958e+02	3.779189999999999827e+02	3.779517999999999915e+02	3.779841000000000122e+02	3.779965000000000259e+02	3.779968999999999824e+02	3.780421999999999798e+02	3.781100000000000136e+02	3.781754000000000246e+02	3.782794000000000096e+02	3.783668999999999869e+02	3.784472000000000094e+02	3.785932000000000244e+02	3.787087000000000216e+02	3.788783000000000243e+02	3.790090000000000146e+02	3.791329000000000065e+02	3.792825000000000273e+02	3.794051999999999794e+02	3.795319999999999823e+02	3.796261000000000081e+02	3.796981999999999857e+02	3.797509000000000015e+02	3.797570999999999799e+02	3.798224999999999909e+02	3.799257999999999811e+02	3.799692000000000007e+02	3.800208999999999833e+02	3.800511999999999944e+02	3.800591000000000008e+02	3.801202000000000112e+02	3.801181000000000267e+02	3.800973000000000184e+02	3.801290000000000191e+02	3.801607000000000198e+02	3.801553000000000111e+02	3.801843000000000075e+02	3.802762000000000171e+02	3.803292999999999893e+02	3.803292000000000144e+02	3.803222999999999843e+02	3.803369999999999891e+02	3.802402999999999906e+02	3.800652999999999793e+02	3.797927000000000248e+02	3.793924000000000092e+02	3.789316999999999780e+02	3.784703999999999837e+02	3.780495999999999981e+02	3.776130999999999744e+02	3.772065000000000055e+02	3.768505999999999858e+02	3.765133999999999901e+02	3.761641999999999939e+02	3.759909999999999854e+02	3.757918000000000234e+02	3.756404999999999745e+02	3.754612000000000194e+02	3.753052999999999884e+02	3.751666000000000167e+02	3.750505999999999744e+02	3.749331999999999994e+02	3.748245000000000005e+02	3.747370000000000232e+02	3.746533999999999764e+02	3.745745999999999754e+02	3.744710000000000036e+02	3.744173999999999864e+02	3.743736000000000104e+02	3.742939999999999827e+02	3.742176000000000045e+02	3.741841000000000008e+02	3.741641999999999939e+02	3.741229000000000156e+02	3.740935999999999808e+02	3.740930999999999926e+02	3.740624000000000251e+02	3.740455000000000041e+02	3.740430999999999813e+02	3.740074000000000183e+02	3.740317000000000007e+02	3.740316000000000258e+02	3.740706000000000131e+02	3.741671999999999798e+02	3.741836999999999875e+02	3.742323000000000093e+02	3.743133000000000266e+02	3.743974000000000046e+02	3.744606999999999744e+02	3.744506999999999834e+02	3.744015999999999735e+02	3.744066000000000258e+02	3.743532999999999902e+02	3.743267000000000166e+02	3.743494000000000028e+02
3.866510000000000105e+02	3.866186000000000149e+02	3.866138000000000261e+02	3.866358000000000175e+02	3.866392000000000166e+02	3.866515999999999735e+02	3.866256999999999948e+02	3.866075000000000159e+02	3.865871000000000208e+02	3.865869000000000142e+02	3.865629999999999882e+02	3.865301000000000045e+02	3.865516000000000076e+02	3.865475999999999885e+02	3.865167000000000144e+02	3.864995000000000118e+02	3.864800000000000182e+02	3.864791999999999916e+02	3.864556000000000040e+02	3.864173999999999864e+02	3.863501999999999725e+02	3.863227999999999724e+02	3.862898000000000138e+02	3.862482999999999720e+02	3.862495999999999867e+02	3.862307000000000130e+02	3.862038999999999760e+02	3.862284000000000219e+02	3.862624999999999886e+02	3.862939000000000078e+02	3.863457999999999970e+02	3.864089999999999918e+02	3.864913000000000238e+02	3.865382999999999925e+02	3.866059000000000196e+02	3.866614999999999895e+02	3.866900999999999726e+02	3.867280999999999835e+02	3.867183999999999742e+02	3.866472999999999729e+02	3.865464000000000055e+02	3.864218999999999937e+02	3.862230999999999881e+02	3.860194000000000187e+02	3.858034000000000106e+02	3.855860999999999876e+02	3.852993000000000166e+02	3.850000999999999749e+02	3.846714000000000055e+02	3.843088000000000193e+02	3.839685999999999808e+02	3.836535999999999831e+02	3.833471000000000117e+02	3.830437999999999761e+02	3.827903999999999769e+02	3.825235000000000127e+02	3.822318000000000211e+02	3.819334000000000060e+02	3.816616000000000213e+02	3.814100999999999999e+02	3.811064000000000078e+02	3.808061999999999898e+02	3.804807999999999879e+02	3.800778000000000247e+02	3.797828999999999837e+02	3.797121000000000208e+02	3.796225000000000023e+02	3.794895000000000209e+02	3.794309000000000083e+02	3.793752000000000066e+02	3.792871999999999844e+02	3.791675999999999931e+02	3.789793000000000234e+02	3.788236999999999739e+02	3.786295999999999822e+02	3.785074000000000183e+02	3.783895999999999731e+02	3.781983999999999924e+02	3.780455999999999790e+02	3.778781999999999925e+02	3.776782999999999788e+02	3.774816000000000145e+02	3.773054999999999950e+02	3.773806999999999903e+02	3.775337999999999852e+02	3.776170000000000186e+02	3.776548999999999978e+02	3.777196000000000140e+02	3.777441000000000031e+02	3.777303999999999746e+02	3.777006999999999834e+02	3.776918999999999755e+02	3.776768000000000143e+02	3.776195999999999913e+02	3.776752999999999929e+02	3.776623000000000161e+02	3.776385999999999967e+02	3.776148999999999774e+02	3.776005000000000109e+02	3.776066000000000145e+02	3.775937999999999874e+02	3.776166000000000054e+02	3.775876999999999839e+02	3.775876000000000090e+02	3.775371999999999844e+02	3.774485000000000241e+02	3.772076999999999884e+02	3.770006000000000199e+02	3.770627000000000066e+02	3.772454000000000178e+02	3.773494000000000028e+02	3.774522999999999797e+02	3.775033000000000243e+02	3.775758999999999901e+02	3.776234000000000037e+02	3.776763000000000261e+02	3.776358000000000175e+02	3.776711000000000240e+02	3.776872999999999934e+02	3.776895000000000095e+02	3.777268000000000256e+02	3.777490999999999985e+02	3.777721999999999980e+02	3.778793999999999755e+02	3.779615000000000009e+02	3.780147999999999797e+02	3.781170000000000186e+02	3.782246999999999844e+02	3.783383000000000038e+02	3.784932000000000016e+02	3.786431999999999789e+02	3.787735999999999876e+02	3.788937000000000239e+02	3.790045999999999822e+02	3.791911999999999807e+02	3.792710000000000150e+02	3.793528000000000020e+02	3.794366999999999734e+02	3.794723000000000184e+02	3.794979000000000156e+02	3.795787000000000262e+02	3.796553000000000111e+02	3.796777000000000157e+02	3.797275999999999954e+02	3.797642999999999915e+02	3.797481999999999971e+02	3.798091000000000008e+02	3.798455999999999904e+02	3.798550999999999931e+02	3.798852999999999724e+02	3.799135999999999740e+02	3.799451999999999998e+02	3.799673000000000229e+02	3.800532000000000039e+02	3.800645999999999844e+02	3.800702999999999747e+02	3.800994999999999777e+02	3.800140999999999849e+02	3.798373000000000275e+02	3.795681999999999903e+02	3.791732000000000085e+02	3.787373000000000047e+02	3.782710999999999899e+02	3.778111999999999853e+02	3.774005999999999972e+02	3.770289999999999964e+02	3.766816999999999780e+02	3.763589000000000055e+02	3.760760000000000218e+02	3.758475000000000250e+02	3.756888999999999896e+02	3.755384999999999991e+02	3.753664999999999736e+02	3.752176999999999794e+02	3.751044999999999732e+02	3.749669000000000096e+02	3.748466000000000236e+02	3.747855000000000132e+02	3.746897999999999911e+02	3.745842000000000098e+02	3.744954000000000178e+02	3.744132999999999925e+02	3.743179000000000087e+02	3.742712999999999965e+02	3.742260999999999740e+02	3.741653000000000020e+02	3.741361999999999739e+02	3.741028999999999769e+02	3.740457000000000107e+02	3.740341000000000236e+02	3.740305999999999926e+02	3.740158999999999878e+02	3.740004999999999882e+02	3.740231999999999744e+02	3.739941999999999780e+02	3.740104000000000042e+02	3.740185999999999922e+02	3.740541000000000054e+02	3.741360999999999990e+02	3.741639000000000124e+02	3.742004999999999768e+02	3.742724999999999795e+02	3.743276999999999930e+02	3.743632999999999811e+02	3.743553999999999746e+02	3.743052999999999884e+02	3.742910999999999717e+02	3.742534999999999741e+02	3.742427999999999884e+02	3.742771999999999935e+02
3.866433000000000106e+02	3.865835999999999899e+02	3.865901000000000067e+02	3.866181000000000267e+02	3.866331000000000131e+02	3.866440000000000055e+02	3.866275999999999726e+02	3.866148000000000025e+02	3.866035999999999717e+02	3.865933999999999742e+02	3.865828000000000202e+02	3.865586999999999875e+02	3.865828999999999951e+02	3.865609000000000037e+02	3.865409000000000219e+02	3.865258999999999787e+02	3.865110000000000241e+02	3.864988000000000170e+02	3.864619000000000142e+02	3.864196999999999775e+02	3.863600999999999885e+02	3.863333000000000084e+02	3.862964000000000055e+02	3.862370000000000232e+02	3.862373999999999796e+02	3.862167000000000030e+02	3.861915000000000191e+02	3.862076000000000136e+02	3.862291999999999916e+02	3.862554000000000087e+02	3.863016000000000076e+02	3.863405000000000200e+02	3.864196999999999775e+02	3.864766999999999939e+02	3.865604999999999905e+02	3.866215000000000259e+02	3.866519000000000119e+02	3.867074999999999818e+02	3.867115999999999758e+02	3.866560000000000059e+02	3.865547000000000253e+02	3.864198999999999842e+02	3.862151000000000067e+02	3.860054999999999836e+02	3.858192999999999984e+02	3.856066999999999894e+02	3.853394000000000119e+02	3.850192999999999870e+02	3.847010999999999967e+02	3.843460000000000036e+02	3.840015999999999963e+02	3.836743000000000166e+02	3.833847999999999843e+02	3.830781000000000063e+02	3.828444999999999823e+02	3.825980000000000132e+02	3.823287000000000262e+02	3.820724000000000160e+02	3.817980999999999767e+02	3.815273000000000252e+02	3.812067999999999870e+02	3.808476999999999748e+02	3.804585000000000150e+02	3.801200999999999794e+02	3.799284999999999854e+02	3.798917999999999893e+02	3.798235000000000241e+02	3.797126999999999839e+02	3.796105999999999767e+02	3.794857999999999834e+02	3.793856999999999857e+02	3.792638000000000034e+02	3.790846000000000231e+02	3.789214000000000055e+02	3.787420999999999935e+02	3.786102000000000203e+02	3.784556999999999789e+02	3.783043999999999869e+02	3.781845000000000141e+02	3.779936000000000149e+02	3.778048000000000002e+02	3.775480999999999767e+02	3.772697999999999752e+02	3.771888000000000147e+02	3.772671000000000276e+02	3.773951999999999884e+02	3.774678000000000111e+02	3.774895999999999958e+02	3.774841000000000122e+02	3.774898999999999774e+02	3.774485000000000241e+02	3.774494000000000256e+02	3.774343000000000075e+02	3.773523000000000138e+02	3.774182999999999879e+02	3.774121000000000095e+02	3.774006999999999721e+02	3.773546000000000049e+02	3.773729999999999905e+02	3.773358999999999810e+02	3.773546000000000049e+02	3.773777999999999793e+02	3.773772000000000162e+02	3.773749000000000251e+02	3.773711000000000126e+02	3.772939999999999827e+02	3.771143999999999892e+02	3.769168000000000234e+02	3.769472000000000094e+02	3.770658000000000243e+02	3.771913999999999874e+02	3.772502000000000066e+02	3.773269000000000233e+02	3.773716000000000008e+02	3.773906000000000063e+02	3.774164999999999850e+02	3.774019999999999868e+02	3.774304999999999950e+02	3.774248999999999796e+02	3.774298999999999751e+02	3.774510999999999967e+02	3.774904000000000224e+02	3.775203000000000202e+02	3.776143000000000143e+02	3.776895000000000095e+02	3.777529000000000110e+02	3.778376999999999839e+02	3.779325999999999794e+02	3.780672999999999888e+02	3.781725999999999885e+02	3.782887999999999806e+02	3.784105000000000132e+02	3.785328000000000088e+02	3.786519000000000119e+02	3.788310000000000173e+02	3.789225000000000136e+02	3.790197999999999752e+02	3.791057999999999879e+02	3.791700999999999908e+02	3.792130000000000223e+02	3.792986999999999966e+02	3.793618000000000166e+02	3.794223000000000070e+02	3.794680000000000177e+02	3.795024000000000228e+02	3.795113000000000056e+02	3.795658000000000243e+02	3.795887999999999920e+02	3.796145999999999958e+02	3.796591000000000236e+02	3.796506999999999721e+02	3.797117999999999824e+02	3.797187999999999874e+02	3.798304999999999723e+02	3.798528999999999769e+02	3.798686999999999898e+02	3.798933999999999855e+02	3.798401000000000067e+02	3.796510999999999854e+02	3.794001999999999839e+02	3.790233000000000061e+02	3.785772999999999797e+02	3.780978000000000065e+02	3.776388000000000034e+02	3.772257000000000176e+02	3.768593000000000188e+02	3.765308999999999742e+02	3.762377000000000180e+02	3.759879000000000246e+02	3.757606000000000108e+02	3.755844000000000165e+02	3.754365999999999985e+02	3.752878999999999792e+02	3.751485999999999876e+02	3.750342999999999734e+02	3.748858999999999924e+02	3.747900000000000205e+02	3.747363000000000284e+02	3.746102999999999952e+02	3.744900000000000091e+02	3.744073999999999955e+02	3.743469999999999800e+02	3.742690999999999804e+02	3.742221999999999866e+02	3.741732000000000085e+02	3.741240000000000236e+02	3.740860999999999876e+02	3.740534999999999854e+02	3.740230000000000246e+02	3.740274000000000001e+02	3.739972000000000207e+02	3.739861000000000217e+02	3.739603000000000179e+02	3.739895999999999958e+02	3.739918000000000120e+02	3.739991999999999734e+02	3.739923999999999751e+02	3.740326999999999771e+02	3.740801000000000158e+02	3.741229000000000156e+02	3.741614000000000146e+02	3.742185000000000059e+02	3.742431000000000267e+02	3.742617000000000189e+02	3.742710999999999899e+02	3.742278000000000020e+02	3.742253000000000043e+02	3.741977999999999724e+02	3.742087000000000216e+02	3.742284000000000219e+02
3.866057000000000130e+02	3.865529000000000224e+02	3.865674000000000206e+02	3.865969999999999800e+02	3.866250999999999749e+02	3.866345000000000027e+02	3.866161000000000172e+02	3.866016000000000190e+02	3.866057000000000130e+02	3.865874999999999773e+02	3.865860000000000127e+02	3.865926999999999794e+02	3.866028000000000020e+02	3.865695000000000050e+02	3.865665000000000191e+02	3.865380999999999858e+02	3.865289000000000215e+02	3.865004999999999882e+02	3.864637999999999920e+02	3.864112999999999829e+02	3.863727000000000089e+02	3.863206999999999880e+02	3.862857999999999947e+02	3.862271999999999821e+02	3.862121000000000208e+02	3.861802999999999884e+02	3.861659999999999968e+02	3.861582000000000221e+02	3.861780999999999722e+02	3.861949999999999932e+02	3.862216000000000236e+02	3.862808999999999742e+02	3.863416000000000281e+02	3.864162999999999784e+02	3.865102999999999724e+02	3.866027000000000271e+02	3.866426999999999907e+02	3.866893999999999778e+02	3.867054999999999723e+02	3.866410000000000196e+02	3.865473000000000070e+02	3.863978999999999928e+02	3.862244999999999777e+02	3.860410999999999717e+02	3.858294999999999959e+02	3.856184000000000083e+02	3.853749000000000251e+02	3.850294000000000096e+02	3.847008000000000152e+02	3.843521000000000072e+02	3.840131999999999834e+02	3.836981999999999857e+02	3.833899000000000115e+02	3.831390999999999849e+02	3.828559999999999945e+02	3.826381000000000085e+02	3.823937999999999988e+02	3.821378000000000270e+02	3.818750000000000000e+02	3.816177000000000135e+02	3.812731999999999744e+02	3.808813999999999851e+02	3.805541999999999803e+02	3.803319000000000187e+02	3.801881999999999948e+02	3.800688000000000102e+02	3.799950999999999794e+02	3.799003999999999905e+02	3.798066000000000031e+02	3.796544000000000096e+02	3.795305999999999926e+02	3.794191000000000145e+02	3.792502999999999815e+02	3.790763000000000034e+02	3.788940000000000055e+02	3.787325000000000159e+02	3.785770999999999731e+02	3.784184999999999945e+02	3.782697000000000003e+02	3.780873000000000275e+02	3.779071999999999889e+02	3.776999999999999886e+02	3.774717999999999734e+02	3.772024000000000115e+02	3.770518999999999892e+02	3.770908000000000015e+02	3.772328999999999724e+02	3.772878000000000043e+02	3.772751999999999839e+02	3.772902000000000271e+02	3.772672999999999774e+02	3.772368000000000166e+02	3.772004999999999768e+02	3.771784000000000106e+02	3.772413999999999987e+02	3.772325000000000159e+02	3.772010000000000218e+02	3.771639999999999873e+02	3.771716999999999871e+02	3.771668000000000234e+02	3.771578000000000088e+02	3.771870999999999867e+02	3.771591000000000236e+02	3.771983000000000175e+02	3.772024000000000115e+02	3.771333999999999946e+02	3.769836000000000240e+02	3.767939000000000078e+02	3.768215000000000146e+02	3.769587000000000216e+02	3.770923000000000229e+02	3.771471999999999980e+02	3.771560999999999808e+02	3.771949999999999932e+02	3.772020999999999731e+02	3.772259999999999991e+02	3.771927000000000021e+02	3.771890999999999963e+02	3.771900999999999726e+02	3.772126000000000090e+02	3.772386999999999944e+02	3.772508000000000266e+02	3.772905000000000086e+02	3.773774999999999977e+02	3.774562000000000239e+02	3.775577000000000112e+02	3.776132999999999811e+02	3.776562999999999874e+02	3.778057999999999765e+02	3.779175999999999931e+02	3.780242000000000075e+02	3.781309999999999718e+02	3.782640000000000100e+02	3.783768000000000029e+02	3.785511000000000195e+02	3.786070000000000277e+02	3.787368000000000166e+02	3.788364000000000260e+02	3.788793999999999755e+02	3.789725999999999999e+02	3.790668000000000006e+02	3.791102000000000203e+02	3.791569000000000074e+02	3.792112999999999943e+02	3.792515999999999963e+02	3.792803000000000111e+02	3.793450000000000273e+02	3.793441000000000258e+02	3.793829999999999814e+02	3.794572000000000003e+02	3.794576999999999884e+02	3.795072999999999865e+02	3.795636000000000081e+02	3.796589999999999918e+02	3.796834999999999809e+02	3.797081999999999766e+02	3.797130999999999972e+02	3.796648999999999887e+02	3.795179999999999723e+02	3.792361999999999966e+02	3.788826999999999998e+02	3.784578999999999951e+02	3.779802999999999997e+02	3.775396000000000072e+02	3.771098000000000070e+02	3.767314000000000078e+02	3.764125000000000227e+02	3.761338000000000079e+02	3.759076000000000022e+02	3.756736999999999966e+02	3.754929000000000201e+02	3.753453999999999837e+02	3.752038000000000011e+02	3.750796000000000276e+02	3.749669999999999845e+02	3.748213999999999828e+02	3.747379999999999995e+02	3.746897999999999911e+02	3.745539999999999736e+02	3.744116999999999962e+02	3.743376999999999839e+02	3.742710999999999899e+02	3.742087000000000216e+02	3.741788000000000238e+02	3.741297000000000139e+02	3.740790999999999826e+02	3.740611999999999853e+02	3.740251999999999839e+02	3.739950999999999794e+02	3.739965000000000259e+02	3.739619999999999891e+02	3.739413000000000125e+02	3.739186000000000263e+02	3.739682000000000244e+02	3.739898999999999774e+02	3.739959000000000060e+02	3.739832000000000107e+02	3.740165999999999826e+02	3.740522000000000276e+02	3.740876999999999839e+02	3.741195000000000164e+02	3.741569999999999823e+02	3.741623000000000161e+02	3.741743000000000166e+02	3.741981999999999857e+02	3.741657999999999902e+02	3.741696000000000026e+02	3.741612000000000080e+02	3.741866999999999734e+02	3.741965000000000146e+02
3.865305000000000177e+02	3.865065000000000168e+02	3.865312000000000126e+02	3.865751000000000204e+02	3.866055999999999813e+02	3.866041999999999916e+02	3.865842999999999847e+02	3.865862999999999943e+02	3.865899999999999750e+02	3.865853999999999928e+02	3.865813999999999737e+02	3.865869000000000142e+02	3.865842000000000098e+02	3.865847999999999729e+02	3.865726999999999975e+02	3.865332000000000221e+02	3.865317999999999756e+02	3.865000000000000000e+02	3.864798000000000116e+02	3.864332999999999743e+02	3.863886999999999716e+02	3.863208000000000197e+02	3.862628000000000270e+02	3.862035000000000196e+02	3.861526999999999816e+02	3.861367000000000189e+02	3.861247999999999934e+02	3.860910000000000082e+02	3.861177999999999884e+02	3.861682000000000130e+02	3.861829999999999927e+02	3.862046000000000276e+02	3.863109000000000037e+02	3.863947000000000003e+02	3.864640999999999735e+02	3.865450000000000159e+02	3.866145000000000209e+02	3.866682999999999879e+02	3.866711000000000240e+02	3.866120000000000232e+02	3.865178999999999974e+02	3.863790000000000191e+02	3.862067999999999870e+02	3.860224999999999795e+02	3.857780000000000200e+02	3.855557999999999765e+02	3.853081000000000245e+02	3.850264999999999986e+02	3.846970000000000027e+02	3.843561000000000263e+02	3.839757000000000176e+02	3.836695000000000277e+02	3.833763999999999896e+02	3.831062000000000012e+02	3.828856000000000108e+02	3.826806000000000267e+02	3.824494000000000256e+02	3.821777000000000157e+02	3.818419000000000096e+02	3.815570999999999913e+02	3.812810000000000059e+02	3.810267000000000053e+02	3.808229999999999791e+02	3.806191999999999780e+02	3.804673000000000229e+02	3.803424999999999727e+02	3.802565999999999917e+02	3.801161999999999921e+02	3.799911000000000172e+02	3.798467999999999734e+02	3.796952999999999747e+02	3.795853999999999928e+02	3.794109000000000265e+02	3.792586000000000013e+02	3.790468000000000188e+02	3.788836000000000013e+02	3.787400999999999840e+02	3.785024000000000228e+02	3.783498000000000161e+02	3.781938000000000102e+02	3.780396999999999821e+02	3.778376999999999839e+02	3.776270000000000095e+02	3.773426000000000045e+02	3.771077999999999975e+02	3.769660000000000082e+02	3.769732999999999947e+02	3.770212000000000216e+02	3.770625000000000000e+02	3.771444999999999936e+02	3.771014000000000124e+02	3.770701000000000249e+02	3.770579999999999927e+02	3.770158000000000129e+02	3.770425999999999931e+02	3.770412000000000035e+02	3.770059999999999718e+02	3.770009999999999764e+02	3.769651000000000067e+02	3.769936000000000149e+02	3.769900000000000091e+02	3.770353999999999814e+02	3.770221000000000231e+02	3.770409000000000219e+02	3.770468000000000188e+02	3.770000999999999749e+02	3.768383000000000038e+02	3.766915000000000191e+02	3.766567000000000007e+02	3.767733999999999810e+02	3.769535000000000196e+02	3.770185999999999922e+02	3.769984000000000037e+02	3.770156999999999812e+02	3.770043000000000006e+02	3.770004999999999882e+02	3.769879000000000246e+02	3.769796999999999798e+02	3.769907999999999788e+02	3.770210000000000150e+02	3.770507999999999811e+02	3.770618000000000052e+02	3.771209999999999809e+02	3.771983999999999924e+02	3.772563000000000102e+02	3.773303000000000225e+02	3.773860999999999990e+02	3.774492000000000189e+02	3.775690000000000168e+02	3.776954999999999814e+02	3.777934999999999945e+02	3.778879000000000019e+02	3.780192999999999870e+02	3.781465999999999781e+02	3.782959000000000174e+02	3.783476999999999748e+02	3.784886000000000195e+02	3.785935000000000059e+02	3.786424999999999841e+02	3.787638999999999783e+02	3.788355999999999995e+02	3.788790000000000191e+02	3.789361999999999853e+02	3.789839000000000055e+02	3.790466999999999871e+02	3.790781999999999812e+02	3.791399000000000115e+02	3.791560999999999808e+02	3.791977999999999724e+02	3.792712999999999965e+02	3.793011999999999944e+02	3.793514000000000124e+02	3.794012999999999920e+02	3.794707999999999970e+02	3.795129000000000019e+02	3.795529999999999973e+02	3.795670000000000073e+02	3.795215000000000032e+02	3.793915000000000077e+02	3.791066000000000145e+02	3.787685999999999922e+02	3.783596000000000004e+02	3.778913999999999760e+02	3.774429999999999836e+02	3.770228000000000179e+02	3.766309999999999718e+02	3.763197999999999865e+02	3.760364000000000146e+02	3.758269000000000233e+02	3.756000999999999976e+02	3.754246999999999730e+02	3.752748000000000275e+02	3.751263000000000147e+02	3.750038999999999874e+02	3.748910000000000196e+02	3.747740000000000009e+02	3.746757999999999811e+02	3.746225999999999772e+02	3.745122000000000071e+02	3.743620999999999981e+02	3.742742999999999824e+02	3.742208999999999719e+02	3.741555999999999926e+02	3.741326000000000249e+02	3.740874999999999773e+02	3.740382999999999925e+02	3.740464999999999804e+02	3.740102999999999724e+02	3.739606999999999744e+02	3.739409999999999741e+02	3.739311000000000149e+02	3.739193000000000211e+02	3.738985000000000127e+02	3.739603000000000179e+02	3.739798999999999864e+02	3.739941000000000031e+02	3.739907999999999788e+02	3.740108000000000175e+02	3.740459000000000174e+02	3.740654999999999859e+02	3.740892000000000053e+02	3.741143000000000143e+02	3.740973999999999933e+02	3.741064000000000078e+02	3.741388999999999783e+02	3.741186000000000149e+02	3.741157000000000039e+02	3.741317000000000235e+02	3.741499999999999773e+02	3.741779999999999973e+02
